,number_project,average_montly_hours,time_spend_company,left,salary,high,low,medium
759,2,151,3,1,low,0,1,0
760,7,290,4,1,low,0,1,0
761,6,249,4,1,low,0,1,0
762,2,131,3,1,medium,0,0,1
763,2,159,3,1,medium,0,0,1
764,4,223,5,1,medium,0,0,1
765,3,214,2,1,medium,0,0,1
766,5,227,5,1,medium,0,0,1
767,2,127,3,1,medium,0,0,1
768,6,293,5,1,medium,0,0,1
769,2,141,3,1,medium,0,0,1
770,6,300,4,1,medium,0,0,1
771,6,309,4,1,medium,0,0,1
772,4,149,3,1,medium,0,0,1
773,2,159,3,1,medium,0,0,1
774,2,152,3,1,high,1,0,0
775,2,158,3,1,low,0,1,0
776,6,254,5,1,medium,0,0,1
777,6,294,4,1,medium,0,0,1
778,7,269,4,1,medium,0,0,1
779,7,247,4,1,medium,0,0,1
780,3,271,4,1,low,0,1,0
781,4,232,5,1,low,0,1,0
782,4,245,5,1,low,0,1,0
783,2,132,3,1,low,0,1,0
784,2,131,3,1,low,0,1,0
785,5,248,5,1,low,0,1,0
786,5,225,5,1,low,0,1,0
787,2,156,3,1,low,0,1,0
788,3,222,2,1,low,0,1,0
789,6,243,4,1,low,0,1,0
790,4,204,4,1,low,0,1,0
791,6,301,4,1,low,0,1,0
792,5,259,5,1,low,0,1,0
793,4,247,5,1,low,0,1,0
794,7,295,4,1,low,0,1,0
795,2,150,3,1,low,0,1,0
796,2,151,3,1,low,0,1,0
797,5,291,4,1,low,0,1,0
798,6,253,4,1,low,0,1,0
799,2,161,3,1,low,0,1,0
800,4,251,6,1,low,0,1,0
801,2,153,3,1,medium,0,0,1
802,5,264,6,1,medium,0,0,1
803,6,310,4,1,medium,0,0,1
804,5,266,5,1,medium,0,0,1
805,4,237,2,1,medium,0,0,1
806,2,138,3,1,medium,0,0,1
807,5,227,5,1,medium,0,0,1
808,4,300,5,1,medium,0,0,1
809,7,310,4,1,medium,0,0,1
810,5,236,5,1,medium,0,0,1
811,7,288,4,1,medium,0,0,1
812,2,127,3,1,medium,0,0,1
813,6,139,4,1,high,1,0,0
814,7,253,4,1,low,0,1,0
815,4,218,5,1,medium,0,0,1
816,5,251,5,1,medium,0,0,1
817,6,264,4,1,medium,0,0,1
818,3,149,2,1,medium,0,0,1
819,2,138,3,1,low,0,1,0
820,7,284,4,1,low,0,1,0
821,5,244,5,1,low,0,1,0
822,2,128,3,1,low,0,1,0
823,2,154,3,1,low,0,1,0
824,2,138,3,1,low,0,1,0
825,6,308,4,1,low,0,1,0
826,6,269,4,1,low,0,1,0
827,6,136,3,1,low,0,1,0
828,2,160,5,1,low,0,1,0
829,2,138,3,1,low,0,1,0
830,4,220,5,1,low,0,1,0
831,5,274,5,1,low,0,1,0
832,2,161,3,1,low,0,1,0
833,5,224,6,1,low,0,1,0
834,4,260,5,1,low,0,1,0
835,6,300,4,1,low,0,1,0
836,2,133,3,1,low,0,1,0
837,6,308,4,1,low,0,1,0
838,5,238,6,1,low,0,1,0
839,2,126,3,1,low,0,1,0
840,2,138,3,1,medium,0,0,1
841,6,299,4,1,medium,0,0,1
842,6,254,4,1,medium,0,0,1
843,7,156,2,1,medium,0,0,1
844,2,152,3,1,medium,0,0,1
845,2,146,3,1,medium,0,0,1
846,6,253,4,1,medium,0,0,1
847,5,227,6,1,medium,0,0,1
848,6,301,4,1,medium,0,0,1
849,6,294,3,1,medium,0,0,1
850,2,151,3,1,medium,0,0,1
851,2,128,3,1,medium,0,0,1
852,5,217,5,1,high,1,0,0
853,2,160,3,1,low,0,1,0
854,5,263,5,1,medium,0,0,1
855,2,156,3,1,medium,0,0,1
856,6,273,4,1,medium,0,0,1
857,6,303,4,1,medium,0,0,1
858,4,253,5,1,low,0,1,0
859,6,270,4,1,low,0,1,0
860,4,218,5,1,low,0,1,0
861,2,144,3,1,low,0,1,0
862,2,154,3,1,low,0,1,0
863,2,146,3,1,low,0,1,0
864,6,260,4,1,low,0,1,0
865,5,218,5,1,low,0,1,0
866,2,128,3,1,low,0,1,0
867,2,128,3,1,low,0,1,0
868,4,248,6,1,low,0,1,0
869,2,152,3,1,low,0,1,0
870,2,126,3,1,low,0,1,0
871,4,260,5,1,low,0,1,0
872,5,263,4,1,low,0,1,0
873,5,220,5,1,low,0,1,0
874,7,282,5,1,low,0,1,0
875,6,277,5,1,low,0,1,0
876,5,257,5,1,low,0,1,0
877,6,265,3,1,low,0,1,0
878,2,143,3,1,low,0,1,0
879,5,263,5,1,medium,0,0,1
880,3,154,4,1,medium,0,0,1
881,5,253,5,1,medium,0,0,1
882,6,294,4,1,medium,0,0,1
883,2,128,3,1,medium,0,0,1
884,2,153,3,1,medium,0,0,1
885,5,256,5,1,medium,0,0,1
886,2,127,3,1,medium,0,0,1
887,2,137,3,1,medium,0,0,1
888,6,295,4,1,medium,0,0,1
889,6,281,4,1,medium,0,0,1
890,2,131,3,1,medium,0,0,1
891,5,237,5,1,high,1,0,0
892,4,276,5,1,low,0,1,0
893,5,267,5,1,medium,0,0,1
894,5,266,5,1,medium,0,0,1
895,6,294,4,1,medium,0,0,1
896,2,134,3,1,medium,0,0,1
897,3,309,4,1,low,0,1,0
898,7,273,4,1,low,0,1,0
899,5,238,5,1,low,0,1,0
900,5,271,6,1,low,0,1,0
901,2,145,3,1,low,0,1,0
902,2,152,3,1,low,0,1,0
903,2,128,3,1,low,0,1,0
904,2,142,3,1,low,0,1,0
905,5,238,5,1,low,0,1,0
906,7,286,4,1,low,0,1,0
907,6,291,4,1,low,0,1,0
908,5,259,5,1,low,0,1,0
909,5,248,5,1,low,0,1,0
910,4,271,5,1,low,0,1,0
911,2,140,3,1,low,0,1,0
912,4,274,5,1,low,0,1,0
913,2,127,3,1,low,0,1,0
914,5,275,6,1,low,0,1,0
915,3,239,3,1,low,0,1,0
916,6,304,4,1,low,0,1,0
917,2,145,3,1,low,0,1,0
918,6,259,4,1,medium,0,0,1
919,4,264,5,1,medium,0,0,1
920,2,160,3,1,medium,0,0,1
921,2,138,3,1,medium,0,0,1
922,2,137,3,1,medium,0,0,1
923,2,156,3,1,medium,0,0,1
924,2,147,3,1,medium,0,0,1
925,7,243,4,1,medium,0,0,1
926,4,236,5,1,medium,0,0,1
927,2,212,4,1,medium,0,0,1
928,5,261,6,1,medium,0,0,1
929,4,243,5,1,medium,0,0,1
930,5,271,5,1,high,1,0,0
931,5,154,4,1,low,0,1,0
932,2,151,3,1,medium,0,0,1
933,6,254,4,1,medium,0,0,1
934,6,285,4,1,medium,0,0,1
935,2,130,3,1,medium,0,0,1
936,7,301,4,1,low,0,1,0
937,6,286,4,1,low,0,1,0
938,6,246,4,1,low,0,1,0
939,2,135,3,1,low,0,1,0
940,4,245,5,1,low,0,1,0
941,2,136,3,1,low,0,1,0
942,6,301,4,1,low,0,1,0
943,5,235,5,1,low,0,1,0
944,7,272,4,1,low,0,1,0
945,5,274,5,1,low,0,1,0
946,2,131,3,1,low,0,1,0
947,2,135,3,1,low,0,1,0
948,4,196,4,1,low,0,1,0
949,6,285,4,1,low,0,1,0
950,7,289,5,1,low,0,1,0
951,2,157,3,1,low,0,1,0
952,6,308,4,1,low,0,1,0
953,4,301,5,1,low,0,1,0
954,2,131,3,1,low,0,1,0
955,6,262,5,1,low,0,1,0
956,2,143,3,1,low,0,1,0
957,2,133,3,1,medium,0,0,1
958,2,153,3,1,medium,0,0,1
959,7,281,4,1,medium,0,0,1
960,2,132,3,1,medium,0,0,1
961,5,270,5,1,medium,0,0,1
962,2,150,3,1,medium,0,0,1
963,2,140,3,1,medium,0,0,1
964,2,150,3,1,medium,0,0,1
965,5,180,5,1,medium,0,0,1
966,5,281,4,1,medium,0,0,1
967,4,275,5,1,medium,0,0,1
968,2,130,3,1,medium,0,0,1
969,2,130,3,1,high,1,0,0
970,2,147,3,1,low,0,1,0
971,5,264,5,1,medium,0,0,1
972,6,290,5,1,medium,0,0,1
973,2,150,3,1,medium,0,0,1
974,6,304,4,1,medium,0,0,1
975,2,136,3,1,low,0,1,0
976,5,307,5,1,low,0,1,0
977,5,303,4,1,low,0,1,0
978,2,156,3,1,low,0,1,0
979,6,271,4,1,low,0,1,0
980,2,140,3,1,low,0,1,0
981,2,130,3,1,low,0,1,0
982,4,266,6,1,low,0,1,0
983,2,139,3,1,low,0,1,0
984,5,260,5,1,low,0,1,0
985,2,137,3,1,low,0,1,0
986,2,158,3,1,low,0,1,0
987,6,249,4,1,low,0,1,0
988,5,259,5,1,low,0,1,0
989,2,144,3,1,low,0,1,0
990,6,244,4,1,low,0,1,0
991,4,219,5,1,low,0,1,0
992,2,151,3,1,low,0,1,0
993,4,269,5,1,low,0,1,0
994,2,127,3,1,low,0,1,0
995,2,144,3,1,low,0,1,0
996,2,157,3,1,medium,0,0,1
997,5,224,5,1,medium,0,0,1
998,2,155,3,1,medium,0,0,1
999,2,131,3,1,medium,0,0,1
1000,4,258,5,1,medium,0,0,1
1001,6,267,4,1,medium,0,0,1
1002,2,141,3,1,medium,0,0,1
1003,2,160,3,1,medium,0,0,1
1004,6,247,4,1,medium,0,0,1
1005,4,260,3,1,medium,0,0,1
1006,2,151,3,1,medium,0,0,1
1007,2,137,3,1,medium,0,0,1
1008,4,256,5,1,high,1,0,0
1009,4,239,5,1,low,0,1,0
1010,2,152,3,1,medium,0,0,1
1011,2,149,3,1,medium,0,0,1
1012,6,284,4,1,medium,0,0,1
1013,7,248,4,1,medium,0,0,1
1014,2,156,3,1,low,0,1,0
1015,2,138,3,1,low,0,1,0
1016,2,155,3,1,low,0,1,0
1017,4,229,6,1,low,0,1,0
1018,2,136,3,1,low,0,1,0
1019,4,241,5,1,low,0,1,0
1020,5,258,5,1,low,0,1,0
1021,3,146,5,1,low,0,1,0
1022,2,145,3,1,low,0,1,0
1023,2,159,3,1,low,0,1,0
1024,2,129,3,1,low,0,1,0
1025,2,142,3,1,low,0,1,0
1026,2,129,3,1,low,0,1,0
1027,6,287,4,1,low,0,1,0
1028,4,275,5,1,low,0,1,0
1029,6,272,4,1,low,0,1,0
1030,6,307,4,1,low,0,1,0
1031,4,295,3,1,low,0,1,0
1032,5,237,5,1,low,0,1,0
1033,2,158,3,1,low,0,1,0
1034,6,266,4,1,low,0,1,0
1035,6,256,4,1,medium,0,0,1
1036,2,158,3,1,medium,0,0,1
1037,7,268,4,1,medium,0,0,1
1038,4,237,5,1,medium,0,0,1
1039,4,273,6,1,medium,0,0,1
1040,6,309,4,1,medium,0,0,1
1041,5,258,5,1,medium,0,0,1
1042,5,233,6,1,medium,0,0,1
1043,4,249,6,1,medium,0,0,1
1044,3,179,2,1,medium,0,0,1
1045,2,128,3,1,medium,0,0,1
1046,4,250,6,1,medium,0,0,1
1047,2,151,3,1,high,1,0,0
1048,2,132,3,1,low,0,1,0
1049,5,232,6,1,medium,0,0,1
1050,4,229,5,1,medium,0,0,1
1051,6,261,4,1,medium,0,0,1
1052,2,129,3,1,medium,0,0,1
1053,6,244,4,1,low,0,1,0
1054,6,258,4,1,low,0,1,0
1055,7,292,5,1,low,0,1,0
1056,2,143,3,1,low,0,1,0
1057,2,136,3,1,low,0,1,0
1058,6,235,5,1,low,0,1,0
1059,2,310,3,1,low,0,1,0
1060,2,152,3,1,low,0,1,0
1061,6,157,5,1,low,0,1,0
1062,5,267,5,1,low,0,1,0
1063,6,302,4,1,low,0,1,0
1064,4,133,3,1,low,0,1,0
1065,2,142,3,1,low,0,1,0
1066,2,129,3,1,low,0,1,0
1067,2,136,3,1,low,0,1,0
1068,5,223,5,1,low,0,1,0
1069,6,244,4,1,low,0,1,0
1070,5,243,5,1,low,0,1,0
1071,5,275,3,1,low,0,1,0
1072,6,205,4,1,low,0,1,0
1073,2,154,3,1,low,0,1,0
1074,4,270,5,1,medium,0,0,1
1075,4,267,5,1,medium,0,0,1
1076,6,276,4,1,medium,0,0,1
1077,5,244,5,1,medium,0,0,1
1078,2,128,3,1,medium,0,0,1
1079,5,269,6,1,medium,0,0,1
1080,4,238,5,1,medium,0,0,1
1081,4,269,5,1,medium,0,0,1
1082,5,231,6,1,medium,0,0,1
1083,4,267,5,1,medium,0,0,1
1084,4,245,5,1,medium,0,0,1
1085,4,272,5,1,medium,0,0,1
1086,5,254,5,1,high,1,0,0
1087,4,273,5,1,low,0,1,0
1088,4,250,5,1,medium,0,0,1
1089,2,133,3,1,medium,0,0,1
1090,2,150,3,1,medium,0,0,1
1091,2,157,3,1,medium,0,0,1
1092,5,230,5,1,low,0,1,0
1093,5,260,5,1,low,0,1,0
1094,6,275,4,1,low,0,1,0
1095,7,308,4,1,low,0,1,0
1096,2,129,3,1,low,0,1,0
1097,2,134,3,1,low,0,1,0
1098,2,132,3,1,low,0,1,0
1099,2,153,3,1,low,0,1,0
1100,6,262,4,1,low,0,1,0
1101,7,262,4,1,low,0,1,0
1102,2,130,3,1,low,0,1,0
1103,2,156,3,1,low,0,1,0
1104,6,254,4,1,low,0,1,0
1105,2,130,3,1,low,0,1,0
1106,2,139,3,1,low,0,1,0
1107,5,269,5,1,low,0,1,0
1108,7,297,4,1,low,0,1,0
1109,5,249,5,1,low,0,1,0
1110,7,267,4,1,low,0,1,0
1111,2,149,3,1,low,0,1,0
1112,6,251,4,1,low,0,1,0
1113,6,306,4,1,medium,0,0,1
1114,6,279,4,1,medium,0,0,1
1115,2,131,3,1,medium,0,0,1
1116,6,260,4,1,medium,0,0,1
1117,5,249,5,1,medium,0,0,1
1118,4,245,5,1,medium,0,0,1
1119,2,138,3,1,medium,0,0,1
1120,6,278,4,1,medium,0,0,1
1121,2,147,3,1,medium,0,0,1
1122,2,131,3,1,medium,0,0,1
1123,7,301,4,1,medium,0,0,1
1124,2,141,3,1,medium,0,0,1
1125,2,158,3,1,high,1,0,0
1126,4,235,6,1,low,0,1,0
1127,7,261,4,1,medium,0,0,1
1128,5,270,4,1,medium,0,0,1
1129,6,290,4,1,medium,0,0,1
1130,2,149,3,1,medium,0,0,1
1131,2,160,3,1,low,0,1,0
1132,4,150,4,1,low,0,1,0
1133,5,218,6,1,low,0,1,0
1134,2,155,3,1,low,0,1,0
1135,6,291,4,1,low,0,1,0
1136,5,265,5,1,low,0,1,0
1137,5,262,6,1,low,0,1,0
1138,6,303,5,1,low,0,1,0
1139,2,132,3,1,low,0,1,0
1140,4,245,5,1,low,0,1,0
1141,2,129,3,1,low,0,1,0
1142,5,226,6,1,low,0,1,0
1143,6,286,4,1,low,0,1,0
1144,2,140,3,1,low,0,1,0
1145,2,153,3,1,low,0,1,0
1146,5,217,5,1,low,0,1,0
1147,5,258,5,1,low,0,1,0
1148,2,156,3,1,low,0,1,0
1149,5,255,5,1,low,0,1,0
1150,2,129,3,1,low,0,1,0
1151,4,234,5,1,low,0,1,0
1152,2,152,3,1,medium,0,0,1
1153,7,300,4,1,medium,0,0,1
1154,2,131,3,1,medium,0,0,1
1155,6,301,4,1,medium,0,0,1
1156,2,156,3,1,medium,0,0,1
1157,2,141,3,1,medium,0,0,1
1158,4,219,2,1,medium,0,0,1
1159,7,269,5,1,medium,0,0,1
1160,4,276,2,1,medium,0,0,1
1161,7,302,4,1,medium,0,0,1
1162,6,281,2,1,medium,0,0,1
1163,5,241,5,1,medium,0,0,1
1164,7,288,4,1,high,1,0,0
1165,6,303,4,1,low,0,1,0
1166,2,135,3,1,medium,0,0,1
1167,2,127,3,1,medium,0,0,1
1168,5,245,5,1,medium,0,0,1
1169,2,145,3,1,medium,0,0,1
1170,6,248,4,1,low,0,1,0
1171,6,302,4,1,low,0,1,0
1172,2,144,3,1,low,0,1,0
1173,6,272,4,1,low,0,1,0
1174,6,294,4,1,low,0,1,0
1175,4,296,3,1,low,0,1,0
1176,2,151,3,1,low,0,1,0
1177,4,249,5,1,low,0,1,0
1178,4,221,5,1,low,0,1,0
1179,2,146,3,1,low,0,1,0
1180,5,243,5,1,low,0,1,0
1181,2,127,3,1,low,0,1,0
1182,4,245,5,1,low,0,1,0
1183,6,264,4,1,low,0,1,0
1184,2,143,3,1,low,0,1,0
1185,2,135,3,1,low,0,1,0
1186,6,262,4,1,low,0,1,0
1187,6,299,4,1,low,0,1,0
1188,5,279,4,1,low,0,1,0
1189,2,155,3,1,low,0,1,0
1190,6,264,4,1,low,0,1,0
1191,6,256,5,1,medium,0,0,1
1192,2,129,3,1,medium,0,0,1
1193,5,217,6,1,medium,0,0,1
1194,7,203,5,1,medium,0,0,1
1195,4,264,5,1,medium,0,0,1
1196,2,159,3,1,medium,0,0,1
1197,5,218,5,1,medium,0,0,1
1198,6,298,4,1,medium,0,0,1
1199,6,134,3,1,medium,0,0,1
1200,5,263,5,1,medium,0,0,1
1201,5,252,4,1,medium,0,0,1
1202,2,136,3,1,medium,0,0,1
1203,6,259,4,1,high,1,0,0
1204,2,158,3,1,low,0,1,0
1205,7,307,4,1,medium,0,0,1
1206,2,152,3,1,medium,0,0,1
1207,5,237,5,1,medium,0,0,1
1208,7,284,4,1,medium,0,0,1
1209,6,243,4,1,low,0,1,0
1210,6,268,4,1,low,0,1,0
1211,6,244,4,1,low,0,1,0
1212,5,262,5,1,low,0,1,0
1213,2,134,3,1,low,0,1,0
1214,7,278,4,1,low,0,1,0
1215,5,238,5,1,low,0,1,0
1216,2,127,3,1,low,0,1,0
1217,4,259,5,1,low,0,1,0
1218,2,146,3,1,low,0,1,0
1219,4,243,5,1,low,0,1,0
1220,2,137,3,1,low,0,1,0
1221,5,229,5,1,low,0,1,0
1222,2,134,3,1,low,0,1,0
1223,4,228,5,1,low,0,1,0
1224,6,301,4,1,low,0,1,0
1225,2,127,3,1,low,0,1,0
1226,2,142,3,1,low,0,1,0
1227,2,131,3,1,low,0,1,0
1228,7,310,5,1,low,0,1,0
1229,2,148,3,1,low,0,1,0
1230,2,143,3,1,medium,0,0,1
1231,6,250,4,1,medium,0,0,1
1232,7,265,4,1,medium,0,0,1
1233,2,152,3,1,medium,0,0,1
1234,2,145,3,1,medium,0,0,1
1235,2,140,3,1,medium,0,0,1
1236,2,129,3,1,medium,0,0,1
1237,4,226,5,1,medium,0,0,1
1238,5,269,5,1,medium,0,0,1
1239,2,152,3,1,medium,0,0,1
1240,2,132,3,1,medium,0,0,1
1241,2,148,3,1,medium,0,0,1
1242,6,297,5,1,high,1,0,0
1243,4,274,5,1,low,0,1,0
1244,6,280,4,1,medium,0,0,1
1245,6,288,4,1,medium,0,0,1
1246,2,155,3,1,medium,0,0,1
1247,7,247,4,1,medium,0,0,1
1248,2,138,3,1,low,0,1,0
1249,7,284,4,1,low,0,1,0
1250,4,225,5,1,low,0,1,0
1251,2,151,3,1,low,0,1,0
1252,2,155,3,1,low,0,1,0
1253,4,234,5,1,low,0,1,0
1254,2,144,3,1,low,0,1,0
1255,2,142,3,1,low,0,1,0
1256,2,126,3,1,low,0,1,0
1257,4,233,6,1,low,0,1,0
1258,4,241,5,1,low,0,1,0
1259,2,138,3,1,low,0,1,0
1260,6,260,4,1,low,0,1,0
1261,2,145,3,1,low,0,1,0
1262,6,252,4,1,low,0,1,0
1263,2,143,3,1,low,0,1,0
1264,4,270,5,1,low,0,1,0
1265,6,285,4,1,low,0,1,0
1266,2,149,3,1,low,0,1,0
1267,2,158,3,1,low,0,1,0
1268,2,134,3,1,low,0,1,0
1269,2,129,3,1,medium,0,0,1
1270,2,131,3,1,medium,0,0,1
1271,6,288,4,1,medium,0,0,1
1272,2,142,3,1,medium,0,0,1
1273,5,227,5,1,medium,0,0,1
1274,2,131,3,1,medium,0,0,1
1275,6,283,5,1,medium,0,0,1
1276,2,139,3,1,medium,0,0,1
1277,4,267,5,1,medium,0,0,1
1278,2,148,3,1,medium,0,0,1
1279,5,272,6,1,medium,0,0,1
1280,2,148,3,1,medium,0,0,1
1281,5,270,5,1,high,1,0,0
1282,4,218,5,1,low,0,1,0
1283,2,150,3,1,medium,0,0,1
1284,5,260,5,1,medium,0,0,1
1285,2,127,3,1,medium,0,0,1
1286,2,134,3,1,medium,0,0,1
1287,7,258,4,1,low,0,1,0
1288,5,304,5,1,low,0,1,0
1289,6,149,4,1,low,0,1,0
1290,2,139,3,1,low,0,1,0
1291,6,272,5,1,low,0,1,0
1292,2,132,3,1,low,0,1,0
1293,2,240,2,1,low,0,1,0
1294,2,137,3,1,low,0,1,0
1295,2,139,3,1,low,0,1,0
1296,2,148,3,1,low,0,1,0
1297,2,149,3,1,low,0,1,0
1298,2,131,3,1,low,0,1,0
1299,5,262,5,1,low,0,1,0
1300,7,284,4,1,low,0,1,0
1301,2,161,3,1,low,0,1,0
1302,7,290,4,1,low,0,1,0
1303,2,149,3,1,low,0,1,0
1304,4,242,6,1,low,0,1,0
1305,5,227,4,1,low,0,1,0
1306,6,276,4,1,low,0,1,0
1307,2,135,3,1,low,0,1,0
1308,6,266,4,1,medium,0,0,1
1309,5,236,2,1,medium,0,0,1
1310,4,270,5,1,medium,0,0,1
1311,2,146,3,1,medium,0,0,1
1312,5,272,4,1,medium,0,0,1
1313,5,246,5,1,medium,0,0,1
1314,2,136,3,1,medium,0,0,1
1315,6,260,4,1,medium,0,0,1
1316,5,247,5,1,medium,0,0,1
1317,2,127,3,1,medium,0,0,1
1318,6,267,4,1,medium,0,0,1
1319,2,143,3,1,medium,0,0,1
1320,6,306,4,1,high,1,0,0
1321,3,131,4,1,low,0,1,0
1322,4,249,5,1,medium,0,0,1
1323,2,144,3,1,medium,0,0,1
1324,4,254,5,1,medium,0,0,1
1325,2,131,3,1,medium,0,0,1
1326,6,272,4,1,low,0,1,0
1327,2,157,3,1,low,0,1,0
1328,7,301,4,1,low,0,1,0
1329,6,252,4,1,low,0,1,0
1330,2,130,3,1,low,0,1,0
1331,6,297,4,1,low,0,1,0
1332,6,248,4,1,low,0,1,0
1333,7,257,4,1,low,0,1,0
1334,2,147,3,1,low,0,1,0
1335,3,307,5,1,low,0,1,0
1336,2,154,3,1,low,0,1,0
1337,2,143,3,1,low,0,1,0
1338,4,134,3,1,low,0,1,0
1339,5,221,5,1,low,0,1,0
1340,6,275,4,1,low,0,1,0
1341,5,247,5,1,low,0,1,0
1342,2,131,3,1,low,0,1,0
1343,2,150,3,1,low,0,1,0
1344,2,150,3,1,low,0,1,0
1345,5,137,4,1,low,0,1,0
1346,4,223,6,1,low,0,1,0
1347,6,292,4,1,medium,0,0,1
1348,5,130,4,1,medium,0,0,1
1349,5,221,6,1,medium,0,0,1
1350,4,245,5,1,medium,0,0,1
1351,6,274,4,1,medium,0,0,1
1352,5,248,5,1,medium,0,0,1
1353,4,243,5,1,medium,0,0,1
1354,7,273,4,1,medium,0,0,1
1355,5,221,5,1,medium,0,0,1
1356,6,271,4,1,medium,0,0,1
1357,2,157,3,1,medium,0,0,1
1358,2,249,4,1,medium,0,0,1
1359,2,145,3,1,high,1,0,0
1360,6,262,5,1,low,0,1,0
1361,5,272,5,1,medium,0,0,1
1362,2,129,3,1,medium,0,0,1
1363,2,134,3,1,medium,0,0,1
1364,2,147,3,1,medium,0,0,1
1365,6,293,4,1,low,0,1,0
1366,2,129,3,1,low,0,1,0
1367,2,140,3,1,low,0,1,0
1368,2,132,3,1,low,0,1,0
1369,6,284,4,1,low,0,1,0
1370,5,263,5,1,low,0,1,0
1371,2,143,3,1,low,0,1,0
1372,4,265,5,1,low,0,1,0
1373,2,147,3,1,low,0,1,0
1374,4,253,5,1,low,0,1,0
1375,2,141,3,1,low,0,1,0
1376,5,222,6,1,low,0,1,0
1377,6,273,4,1,low,0,1,0
1378,5,240,6,1,low,0,1,0
1379,2,154,3,1,low,0,1,0
1380,4,253,6,1,low,0,1,0
1381,5,221,5,1,low,0,1,0
1382,6,263,4,1,low,0,1,0
1383,2,145,3,1,low,0,1,0
1384,6,279,4,1,low,0,1,0
1385,2,146,3,1,low,0,1,0
1386,7,270,4,1,medium,0,0,1
1387,2,135,3,1,medium,0,0,1
1388,5,236,3,1,medium,0,0,1
1389,2,151,3,1,medium,0,0,1
1390,6,244,4,1,medium,0,0,1
1391,4,169,3,1,medium,0,0,1
1392,2,157,3,1,medium,0,0,1
1393,4,246,5,1,medium,0,0,1
1394,2,142,3,1,medium,0,0,1
1395,2,156,3,1,medium,0,0,1
1396,6,281,5,1,medium,0,0,1
1397,2,146,3,1,medium,0,0,1
1398,2,156,3,1,high,1,0,0
1399,6,299,4,1,low,0,1,0
1400,2,136,3,1,medium,0,0,1
1401,6,272,4,1,medium,0,0,1
1402,5,240,5,1,medium,0,0,1
1403,5,245,6,1,medium,0,0,1
1404,5,269,5,1,low,0,1,0
1405,2,130,3,1,low,0,1,0
1406,4,257,3,1,low,0,1,0
1407,4,241,5,1,low,0,1,0
1408,2,136,3,1,low,0,1,0
1409,4,219,5,1,low,0,1,0
1410,5,271,5,1,low,0,1,0
1411,2,280,4,1,low,0,1,0
1412,2,140,3,1,low,0,1,0
1413,4,254,5,1,low,0,1,0
1414,2,131,3,1,low,0,1,0
1415,6,138,3,1,low,0,1,0
1416,6,295,4,1,low,0,1,0
1417,6,301,5,1,low,0,1,0
1418,7,296,4,1,low,0,1,0
1419,5,246,5,1,low,0,1,0
1420,2,145,3,1,low,0,1,0
1421,5,241,5,1,low,0,1,0
1422,6,269,4,1,low,0,1,0
1423,2,146,3,1,low,0,1,0
1424,2,149,3,1,low,0,1,0
1425,7,287,4,1,medium,0,0,1
1426,2,138,3,1,medium,0,0,1
1427,4,158,5,1,medium,0,0,1
1428,6,266,4,1,medium,0,0,1
1429,4,255,5,1,medium,0,0,1
1430,2,156,3,1,medium,0,0,1
1431,2,147,3,1,medium,0,0,1
1432,5,265,5,1,medium,0,0,1
1433,2,136,3,1,medium,0,0,1
1434,2,140,3,1,medium,0,0,1
1435,2,146,3,1,medium,0,0,1
1436,2,142,3,1,medium,0,0,1
1437,2,155,3,1,high,1,0,0
1438,7,285,4,1,low,0,1,0
1439,4,253,5,1,medium,0,0,1
1440,4,248,5,1,medium,0,0,1
1441,7,255,5,1,medium,0,0,1
1442,2,154,3,1,medium,0,0,1
1443,7,305,4,1,low,0,1,0
1444,2,141,3,1,low,0,1,0
1445,5,252,5,1,low,0,1,0
1446,2,157,3,1,low,0,1,0
1447,6,250,4,1,low,0,1,0
1448,2,131,3,1,low,0,1,0
1449,2,149,3,1,low,0,1,0
1450,4,260,5,1,low,0,1,0
1451,5,260,6,1,low,0,1,0
1452,5,251,5,1,low,0,1,0
1453,6,242,5,1,low,0,1,0
1454,6,136,3,1,low,0,1,0
1455,2,155,3,1,low,0,1,0
1456,2,155,3,1,low,0,1,0
1457,6,248,4,1,low,0,1,0
1458,2,136,3,1,low,0,1,0
1459,2,133,3,1,low,0,1,0
1460,4,128,2,1,low,0,1,0
1461,2,142,3,1,low,0,1,0
1462,2,149,3,1,low,0,1,0
1463,2,145,3,1,low,0,1,0
1464,6,279,4,1,medium,0,0,1
1465,2,146,3,1,medium,0,0,1
1466,6,264,4,1,medium,0,0,1
1467,7,272,4,1,medium,0,0,1
1468,5,256,5,1,medium,0,0,1
1469,2,296,5,1,medium,0,0,1
1470,2,155,3,1,medium,0,0,1
1471,2,130,3,1,medium,0,0,1
1472,2,157,3,1,medium,0,0,1
1473,6,245,4,1,medium,0,0,1
1474,5,226,5,1,medium,0,0,1
1475,2,156,3,1,medium,0,0,1
1476,5,228,5,1,high,1,0,0
1477,2,155,3,1,low,0,1,0
1478,2,159,3,1,medium,0,0,1
1479,2,142,3,1,medium,0,0,1
1480,6,271,4,1,medium,0,0,1
1481,4,277,5,1,medium,0,0,1
1482,6,310,4,1,low,0,1,0
1483,6,254,4,1,low,0,1,0
1484,2,142,3,1,low,0,1,0
1485,7,253,4,1,low,0,1,0
1486,6,260,4,1,low,0,1,0
1487,2,147,3,1,low,0,1,0
1488,7,288,4,1,low,0,1,0
1489,2,160,3,1,low,0,1,0
